question,labels
[CLS] what are the advantages of saturn[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ']"
[CLS] which is the best book for learning programming in data structures and algorithms from beginning[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'B-ASP', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the most popular color in us[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] choosing between two programmers experience vs passion which is better[SEP],"['O', 'O', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'O', 'O', 'B-PRED']"
[CLS] what factors should i consider when deciding between a general mba vs a specialized mba[SEP],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OBJ', 'I-OBJ', 'O', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] is 800 mg of ibuprofen more effective than 4 x 200mg of ibuprofen if so why[SEP],"['O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'B-PRED', 'B-ASP', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'O']"
[CLS] is there any difference between ies and ese[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'O', 'B-OBJ']"
[CLS] where is eureka college located and who is easily its most notable alumni[SEP],"['O', 'O', 'B-OBJ', 'I-OBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ']"
[CLS] which is the best gaming laptop in 60000 rs[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the similarities between mexican and indian food[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] what is stickler syndrome vs pierre robin syndrome[SEP],"['O', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what do you like most about student life[SEP],"['O', 'O', 'O', 'B-ASP', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] what are the best resources blogs videos websites etc for learning programming[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-ASP', 'I-ASP']"
[CLS] was the most famous female orator of the farmer s alliance and populist party in the late 1800s[SEP],"['O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the best condoms[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ']"
[CLS] which is better the hms queen elizabeth or the new ford class aircraft carrier[SEP],"['O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the oldest canal in the uk[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are some similarities between judaism and hinduism[SEP],"['O', 'O', 'B-PRED', 'I-PRED', 'O', 'B-OBJ', 'O', 'B-OBJ']"
[CLS] are citrus trees better grown using containers or in the ground[SEP],"['O', 'B-ASP', 'I-ASP', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which bound is better a logarithmic or a polynomial with arbitrarily small degree[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are some of the most surreal places in germany[SEP],"['O', 'O', 'B-PRED', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are some good examples of modular design building[SEP],"['O', 'O', 'B-PRED', 'I-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] gas or charcoal grille which one to buy[SEP],"['B-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'O', 'O', 'O', 'O']"
[CLS] who is the youngest us president elected to the office[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the biggest mistakes done by humans[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the best place to visit in summer[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] are ivy league basketball and american football teams good enough to beat the best college team in america[SEP],"['O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'O', 'B-ASP', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which is your favorite bible verse and why[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'O', 'O']"
[CLS] what is the difference between a chromosome and chromatid[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'O', 'B-OBJ', 'O', 'B-OBJ']"
[CLS] why do black people in north america have lighter skin than those in africa[SEP],"['O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-PRED', 'B-ASP', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] how should i start my preparation for civil services exam 2017 if i don t want to join any coaching classes what study method should i adopt[SEP],"['O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-OBJ', 'O', 'O', 'I-OBJ', 'O', 'O', 'O']"
[CLS] what is the difference between open cast mining and quarrying[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ']"
[CLS] what is the difference between an implied contract and a quasi contract[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'O', 'B-OBJ', 'I-OBJ', 'O', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] why do people give more importance to krishna and rama avatars when compared to lord vishnu even though krishna and rama are just avatars and vishnu is the ultimate[SEP],"['O', 'O', 'O', 'O', 'B-PRED', 'B-ASP', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'O', 'O', 'O', 'I-OBJ', 'I-OBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
[CLS] what are the best laravel plugins for analyzing database data[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'O', 'B-ASP', 'I-ASP', 'I-ASP']"
[CLS] who was the first common man to be elected president of the united states[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] what is your favorite movie genre what are the typical features of that genre name one movie in that genre that you enjoy and want to recommend[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'O', 'O', 'O', 'B-PRED', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-OBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
[CLS] what is the difference between web development and web design[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] what is the best way to prepare for ca final isca[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the different cardiac biomarkers in heart disease[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] to become a richman in our life and move to good way is a job is best or bussines is better[SEP],"['O', 'O', 'O', 'O', 'O', 'O', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is similar and different between panama food and america food[SEP],"['O', 'O', 'B-PRED', 'I-PRED', 'I-PRED', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] what is the difference between active immunity and passive immunity what are its similarities[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'O', 'O', 'O', 'B-PRED']"
[CLS] what are the best places to visit in allepy[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which one is better bmw or infinity g35[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] what is the best website design company[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are some mind blowing wallets that most people should have[SEP],"['O', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'B-OBJ', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP']"
