opinion	question
1	Are there any other good communities like Quora?
1	What are the differences between 'compact flash',& 'memory sticks'?
0	what is the maximum temperature can be measured using platinum tungsten thermometer
0	what contestant won the most money on jeopardy
0	what are the healthiest food sources rich in vitamin d
1	Why are round-trip car rentals much cheaper than one-way car rentals?
0	what is the latest version of photoshop cs6
0	what are different uses for crispr?
1	Why is Diet Coke more expensive than regular Coca-Cola and other soft drinks in Indonesia?
1	What's the difference between VIP and normal sleeper-bus from Vientiane to Pakse?
1	What has been the best movie of 2016?
1	Which should i join, the Navy or the Air Force?
0	What are some of the best ways to find inner peace?
1	What is the best martial art to practice?
1	What are some good gifts I can give my parents on their 25th anniversary?
1	"What are the best answers for: ""in 150 characters or fewer, tell us what makes you unique?"""
0	which came first pepsi or a&w root beer
0	in which country of east asia are earthquakes most frequent
0	What was the most prominent early ceremonial center of the maya
0	How much do Hooters waitresses make compared to regular waiters and waitresses?
1	What are good journals/magazines for computer science to publish to?
0	what's the difference between a nucleotide and a nucleoside
1	Which laptop is best to buy within the range of 30000rs?
1	which is the more powerful crime family - the corleone's or the soprano's?
1	What is the difference between a plasma TV and LCD TV?  Which is better?
0	Who is the youngest employee at Twitter?
1	What are some TV shows as good as Breaking Bad?
1	What are some good songs to listen to when depressed?
1	who came first on earth a man or a woman???????
1	What are the best music blogs?
1	Which software is better for a mechanical engineering student, Catia or Autocad?
1	which one is louder a clarinet or a flute?
1	Which one is better, computer science or computer engineering? Why?
0	How cold can the Gobi Desert get, and how do its average temperatures compare to the ones in the Karakum Desert?
0	What is the difference between hiatal hernia and sliding hiatal hernia
1	What are the novels with the best twists?
1	Which courses are best to choose after 2nd year PUC in the field of biology?
0	Why are some intelligent people not the fastest learners?
0	How does a UI/UX designer differ from a UX designer?
0	Is there an evolutionary advantage to having eyebrows?
1	What is a good book about data-structures and algorithms in javascript?
1	who would you like to be superman spiderman or mightymouse?
0	What is the difference between India and USA?
1	who would you prefer to date a model or an artist?
0	what is the dominant climate type for san diego
1	What is the best code troll you've ever seen?
1	I can't decide what restaurant to take my parents to, cheesecake factory or claim jumpers? Its their 50th HELP
1	Which is better doing MS in CS from low ranked university versus applying again next year?
1	What are the various benefits and challenges of using commercial Basic dialects like PureBasic or RealBasic to create production software?
1	David Letterman or Jay Leno. Who is more funny?
1	"What is the difference between ""Circus Animals"" and ""Animal Crackers"" brand food?"
0	when does it rain the most in scotland
1	should i buy a new PS2 or a used one?
0	How cold can the Gobi Desert get, and how do its average temperatures compare to the ones in the Atacama Desert?
1	What is the best time to visit meghalaya?
1	What are the benefits of fish oil?
1	Which is better 1-year professional masters at excellent school or 2-year research-oriented masters at great school?
0	who has the most home runs as a rookie ever
1	What are Pros and cons for open or close sourcing niche type products
0	what is difference between interval and ratio scales
1	what comes frist the chicken or the egg?
0	what is the difference between alcohol and hydrogen peroxide
1	Which is better? Grand Theft Auto San Andreas or True Crime New York?
0	How can the drive from Edmonton to Auckland be described, and how do these cities' attractions compare to those in Toronto?
0	What are the best ways to improve my memory?
1	do u think imagination is better than knowledge?
1	What is the most interesting sex stories?
0	what is difference between a warranty and guarantee
1	What are the best substitutes for butter when baking?
1	Who would win in a fight, a Samurai or a Ninja?
1	"which one is more delicious ""khinkali"" or ""khachapuri""?"
1	Would people rather buy art from the artist or a gallery?
1	What are the strengths and weaknesses of the advising system at Penn?
1	Which is faster operations on register operands or immediate operands?
0	which airport is the biggest in the united states
1	Javascript client - which is likely to be better serverside? WCF or MVC3 controller with restful messages?
0	which country lost the most amount of colonial possessions in north and south america by 1914
